,Loss_G,Loss_D
766,3.7769122,0.091347344
767,3.8494878,0.11694409
768,3.6806695,0.112891234
769,3.7476845,0.14855568
770,3.9973118,0.09702613
771,3.7769902,0.11423377
772,3.7855933,0.0937893
773,4.0760274,0.10321495
774,3.6098175,0.2301243
775,3.6047783,0.1315583
776,3.528499,0.14519252
777,3.7769732,0.13216114
778,3.5542405,0.13176602
779,3.5240378,0.14019187
780,4.222712,0.074547425
781,4.103702,0.09918595
782,3.8909047,0.09312684
783,3.7211218,0.18378028
784,3.928772,0.08302688
785,4.1499405,0.10796062
786,3.8077135,0.091697365
787,4.005461,0.12674397
788,4.0131526,0.10420191
789,3.7934527,0.100039855
790,3.8755443,0.08980575
791,4.0964203,0.08290438
792,4.287695,0.10499557
793,3.6541002,0.14577776
794,3.7680774,0.1376589
795,4.172484,0.1073322
796,3.7593122,0.100552805
797,3.9722307,0.099944085
798,3.9017055,0.12037536
799,3.788001,0.118192166
800,3.7635074,0.10849149
801,3.9847794,0.110614024
802,3.9706964,0.08851438
803,3.9327219,0.18584417
804,3.6047869,0.17043155
805,4.1389747,0.12506041
806,3.9429224,0.105878964
807,4.1370006,0.094696306
808,3.9639502,0.10392283
809,3.9833772,0.12723503
810,4.152979,0.085173614
811,3.9948218,0.09170433
812,4.245996,0.110070676
813,4.144969,0.07913928
814,4.119702,0.12393522
815,3.9188604,0.120310225
816,3.9857516,0.0962841
817,4.043084,0.11087155
818,3.8993404,0.099963725
819,4.0084257,0.11384315
820,3.7659938,0.088562354
821,4.027762,0.09899647
822,3.726206,0.12118766
823,4.088139,0.09224678
824,3.942026,0.109999076
825,4.1520658,0.07382376
826,4.133444,0.08526515
827,4.180888,0.08880058
828,4.23197,0.07143952
829,3.8190258,0.09014502
830,4.0236206,0.08854653
831,4.247229,0.11020655
832,3.9515142,0.08693339
833,4.4372163,0.06007375
834,4.4454784,0.049375687
835,4.377424,0.08029651
836,4.468302,0.098285735
837,4.153009,0.13174468
838,3.7925344,0.11828372
839,4.2931547,0.08804256
840,4.0417676,0.11208872
841,4.4800367,0.085550375
842,4.0484347,0.08622653
843,4.1222324,0.13292065
844,3.7910376,0.15109327
845,3.7095692,0.12791997
846,4.3825274,0.06676199
847,4.2471743,0.059923366
848,4.645456,0.06184807
849,4.3748493,0.06667142
850,4.0857353,0.14179915
851,4.034807,0.08513949
852,4.0598345,0.081181616
853,4.33627,0.088491745
854,3.8692334,0.1133602
855,4.126483,0.08309627
856,4.029085,0.09725827
857,4.122849,0.080705196
858,4.2842064,0.08007886
859,4.533547,0.06541138
860,4.0076275,0.09407378
861,4.5264273,0.17859441
862,3.3943095,0.19254847
863,4.366747,0.095610045
864,4.1973777,0.09483428
